"","X.2","X.1","X","pageurl","eid","mid","event_name","event_org","event_date","event_place","f1pageurl","f2pageurl","f1name","f2name","f1result","f2result","f1fid","f2fid","method","method_d","ref","round","time","year","f1BackGround","f2BackGround","f1win","f2win","value","minutos_de_luta","winner_style","mach_vector"
"60",60,60,60,"/events/UFC-Ultimate-Ultimate-1996-19",19,6,"UFC - Ultimate Ultimate 1996","Ultimate Fighting Championship","12/7/1996","Alabama State Fair Arena, Birmingham, Alabama, United States","/fighter/Kimo-Leopoldo-43","/fighter/Paul-Varelans-112","Kimo Leopoldo","Paul Varelans","win","loss",43,112,"KO","Corner Stoppage","John McCarthy",1,"9:08",1996,"Taekwondo","Wrestling",1,0,1,9.13,"Taekwondo","Taekwondo vs Wrestling"
"61",61,61,61,"/events/UFC-14-Showdown-22",22,9,"UFC 14 - Showdown","Ultimate Fighting Championship","7/27/1997","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Maurice-Smith-175","/fighter/Mark-Coleman-136","Maurice Smith","Mark Coleman","win","loss",175,136,"Decision","Unanimous","John McCarthy",1,"21:00",1997,"Kickboxing","Wrestling",1,0,1,21,"Kickboxing","Kickboxing vs Wrestling"
"62",62,62,62,"/events/UFC-12-Judgement-Day-20",20,9,"UFC 12 - Judgement Day","Ultimate Fighting Championship","2/7/1997","Dothan Civic Center Arena, Dothan, Alabama, United States","/fighter/Mark-Coleman-136","/fighter/Dan-Severn-52","Mark Coleman","Dan Severn","win","loss",136,52,"Submission","Neck Crank","John McCarthy",1,"2:57",1997,"Wrestling","Judo",1,0,1,2.95,"Wrestling","Judo vs Wrestling"
"63",63,63,63,"/events/UFC-12-Judgement-Day-20",20,7,"UFC 12 - Judgement Day","Ultimate Fighting Championship","2/7/1997","Dothan Civic Center Arena, Dothan, Alabama, United States","/fighter/Jerry-Bohlander-127","/fighter/Nick-Sanzo-148","Jerry Bohlander","Nick Sanzo","win","loss",127,148,"Submission","Crucifix Choke","John McCarthy",1,"0:39",1997,"Wrestling","MMA",1,0,1,0.65,"Wrestling","MMA vs Wrestling"
"64",64,64,64,"/events/UFC-13-The-Ultimate-Force-21",21,7,"UFC 13 - The Ultimate Force","Ultimate Fighting Championship","5/30/1997","Augusta Civic Center, Augusta, Georgia, United States","/fighter/Guy-Mezger-14","/fighter/Tito-Ortiz-158","Guy Mezger","Tito Ortiz","win","loss",14,158,"Submission","Guillotine Choke","John McCarthy",1,"3:00",1997,"Kickboxing","Boxing",1,0,1,3,"Kickboxing","Boxing vs Kickboxing"
"65",65,65,65,"/events/UFC-14-Showdown-22",22,8,"UFC 14 - Showdown","Ultimate Fighting Championship","7/27/1997","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Mark-Kerr-71","/fighter/Dan-Bobish-174","Mark Kerr","Dan Bobish","win","loss",71,174,"Submission","Chin to the Eye","John McCarthy",1,"1:38",1997,"Wrestling","Wrestling",1,0,1,1.63,"Wrestling","Wrestling vs Wrestling"
"66",66,66,66,"/events/UFC-14-Showdown-22",22,7,"UFC 14 - Showdown","Ultimate Fighting Championship","7/27/1997","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Kevin-Jackson-172","/fighter/Tony-Fryklund-168","Kevin Jackson","Tony Fryklund","win","loss",172,168,"Submission","Rear-Naked Choke","John McCarthy",1,"0:44",1997,"Wrestling","Boxing",1,0,1,0.73,"Wrestling","Boxing vs Wrestling"
"67",67,67,67,"/events/UFC-15-Collision-Course-23",23,7,"UFC 15 - Collision Course","Ultimate Fighting Championship","10/17/1997","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Maurice-Smith-175","/fighter/David-Abbott-110","Maurice Smith","David Abbott","win","loss",175,110,"Submission","Punches","John McCarthy",1,"8:08",1997,"Kickboxing","Wrestling",1,0,1,8.13,"Kickboxing","Kickboxing vs Wrestling"
"68",68,68,68,"/events/UFC-15-Collision-Course-23",23,6,"UFC 15 - Collision Course","Ultimate Fighting Championship","10/17/1997","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Mark-Kerr-71","/fighter/Dwayne-Cason-177","Mark Kerr","Dwayne Cason","win","loss",71,177,"Submission","Rear-Naked Choke","John McCarthy",1,"0:53",1997,"Wrestling","Wrestling",1,0,1,0.88,"Wrestling","Wrestling vs Wrestling"
"69",69,69,69,"/events/UFC-12-Judgement-Day-20",20,8,"UFC 12 - Judgement Day","Ultimate Fighting Championship","2/7/1997","Dothan Civic Center Arena, Dothan, Alabama, United States","/fighter/Vitor-Belfort-156","/fighter/Scott-Ferrozzo-128","Vitor Belfort","Scott Ferrozzo","win","loss",156,128,"KO","Punches","John McCarthy",1,"0:43",1997,"Brazilian Jiu Jitsu","MMA",1,0,1,0.72,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"70",70,70,70,"/events/UFC-13-The-Ultimate-Force-21",21,9,"UFC 13 - The Ultimate Force","Ultimate Fighting Championship","5/30/1997","Augusta Civic Center, Augusta, Georgia, United States","/fighter/Vitor-Belfort-156","/fighter/David-Abbott-110","Vitor Belfort","David Abbott","win","loss",156,110,"KO","Punches","John McCarthy",1,"0:52",1997,"Brazilian Jiu Jitsu","Wrestling",1,0,1,0.87,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Wrestling"
"71",71,71,71,"/events/UFC-13-The-Ultimate-Force-21",21,8,"UFC 13 - The Ultimate Force","Ultimate Fighting Championship","5/30/1997","Augusta Civic Center, Augusta, Georgia, United States","/fighter/Randy-Couture-166","/fighter/Steven-Graham-164","Randy Couture","Steven Graham","win","loss",166,164,"KO","Punches","John McCarthy",1,"3:13",1997,"Wrestling","MMA",1,0,1,3.22,"Wrestling","MMA vs Wrestling"
"72",72,72,72,"/events/UFC-14-Showdown-22",22,6,"UFC 14 - Showdown","Ultimate Fighting Championship","7/27/1997","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Dan-Bobish-174","/fighter/Brian-Johnston-137","Dan Bobish","Brian Johnston","win","loss",174,137,"KO","Punches","John McCarthy",1,"2:10",1997,"Wrestling","Wrestling",1,0,1,2.17,"Wrestling","Wrestling vs Wrestling"
"73",73,73,73,"/events/UFC-15-Collision-Course-23",23,5,"UFC 15 - Collision Course","Ultimate Fighting Championship","10/17/1997","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Randy-Couture-166","/fighter/Vitor-Belfort-156","Randy Couture","Vitor Belfort","win","loss",166,156,"KO","Punches","John McCarthy",1,"8:16",1997,"Wrestling","Brazilian Jiu Jitsu",1,0,1,8.27,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"74",74,74,74,"/events/UFC-16-Battle-in-the-Bayou-25",25,7,"UFC 16 - Battle in the Bayou","Ultimate Fighting Championship","3/13/1998","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Tsuyoshi-Kosaka-190","/fighter/Kimo-Leopoldo-43","Tsuyoshi Kosaka","Kimo Leopoldo","win","loss",190,43,"Decision","Unanimous","John McCarthy",1,"15:00",1998,"Judo","Taekwondo",1,0,1,15,"Judo","Judo vs Taekwondo"
"75",75,75,75,"/events/UFC-17-Redemption-26",26,7,"UFC 17 - Redemption","Ultimate Fighting Championship","5/15/1998","Mobile Civic Center, Mobile, Alabama, United States","/fighter/Dan-Henderson-195","/fighter/Carlos-Newton-7","Dan Henderson","Carlos Newton","win","loss",195,7,"Decision","Split","John McCarthy",1,"15:00",1998,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"76",76,76,76,"/events/UFC-175-Ultimate-Brazil-27",27,5,"UFC 17.5 - Ultimate Brazil","Ultimate Fighting Championship","10/16/1998","Portuguesa Gymnasium, Sao Paulo, Brazil, Brazil","/fighter/Pat-Miletich-188","/fighter/Mikey-Burnett-186","Pat Miletich","Mikey Burnett","win","loss",188,186,"Decision","","John McCarthy",1,"21:00",1998,"Karate","Boxing",1,0,1,21,"Karate","Boxing vs Karate"
"77",77,77,77,"/events/UFC-175-Ultimate-Brazil-27",27,4,"UFC 17.5 - Ultimate Brazil","Ultimate Fighting Championship","10/16/1998","Portuguesa Gymnasium, Sao Paulo, Brazil, Brazil","/fighter/Tsuyoshi-Kosaka-190","/fighter/Pete-Williams-201","Tsuyoshi Kosaka","Pete Williams","win","loss",190,201,"Decision","","John McCarthy",1,"15:00",1998,"Judo","MMA",1,0,1,15,"Judo","Judo vs MMA"
"78",78,78,78,"/events/UFC-17-Redemption-26",26,8,"UFC 17 - Redemption","Ultimate Fighting Championship","5/15/1998","Mobile Civic Center, Mobile, Alabama, United States","/fighter/Pete-Williams-201","/fighter/Mark-Coleman-136","Pete Williams","Mark Coleman","win","loss",201,136,"KO","Head Kick","John McCarthy",1,"12:38",1998,"MMA","Wrestling",1,0,1,12.63,"MMA","MMA vs Wrestling"
"79",79,79,79,"/events/UFC-175-Ultimate-Brazil-27",27,6,"UFC 17.5 - Ultimate Brazil","Ultimate Fighting Championship","10/16/1998","Portuguesa Gymnasium, Sao Paulo, Brazil, Brazil","/fighter/Pedro-Rizzo-208","/fighter/David-Abbott-110","Pedro Rizzo","David Abbott","win","loss",208,110,"KO","Punch","John McCarthy",1,"8:07",1998,"Muay Thai","Wrestling",1,0,1,8.12,"Muay Thai","Muay Thai vs Wrestling"
"80",80,80,80,"/events/UFC-16-Battle-in-the-Bayou-25",25,6,"UFC 16 - Battle in the Bayou","Ultimate Fighting Championship","3/13/1998","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Pat-Miletich-188","/fighter/Chris-Brennan-64","Pat Miletich","Chris Brennan","win","loss",188,64,"Submission","Shoulder Choke","John McCarthy",1,"9:02",1998,"Karate","Brazilian Jiu Jitsu",1,0,1,9.03,"Karate","Brazilian Jiu Jitsu vs Karate"
"81",81,81,81,"/events/UFC-17-Redemption-26",26,9,"UFC 17 - Redemption","Ultimate Fighting Championship","5/15/1998","Mobile Civic Center, Mobile, Alabama, United States","/fighter/Frank-Shamrock-284","/fighter/Jeremy-Horn-202","Frank Shamrock","Jeremy Horn","win","loss",284,202,"Submission","Kneebar","John McCarthy",1,"16:28",1998,"Boxing","MMA",1,0,1,16.47,"Boxing","Boxing vs MMA"
"82",82,82,82,"/events/UFC-175-Ultimate-Brazil-27",27,3,"UFC 17.5 - Ultimate Brazil","Ultimate Fighting Championship","10/16/1998","Portuguesa Gymnasium, Sao Paulo, Brazil, Brazil","/fighter/Ebenezer-Fontes-Braga-207","/fighter/Jeremy-Horn-202","Ebenezer Fontes Braga","Jeremy Horn","win","loss",207,202,"Submission","Guillotine Choke","John McCarthy",1,"3:27",1998,"MMA","MMA",1,0,1,3.45,"MMA","MMA vs MMA"
"83",83,83,83,"/events/UFC-16-Battle-in-the-Bayou-25",25,5,"UFC 16 - Battle in the Bayou","Ultimate Fighting Championship","3/13/1998","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Jerry-Bohlander-127","/fighter/Kevin-Jackson-172","Jerry Bohlander","Kevin Jackson","win","loss",127,172,"Submission","Submission (Armbar","John McCarthy",1,"10:23",1998,"Wrestling","Wrestling",1,0,1,10.38,"Wrestling","Wrestling vs Wrestling"
"84",84,84,84,"/events/UFC-175-Ultimate-Brazil-27",27,7,"UFC 17.5 - Ultimate Brazil","Ultimate Fighting Championship","10/16/1998","Portuguesa Gymnasium, Sao Paulo, Brazil, Brazil","/fighter/Vitor-Belfort-156","/fighter/Wanderlei-Silva-209","Vitor Belfort","Wanderlei Silva","win","loss",156,209,"KO","Punches","John McCarthy",1,"0:44",1998,"Brazilian Jiu Jitsu","Muay Thai",1,0,1,0.73,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Muay Thai"
"85",85,85,85,"/events/UFC-18-Road-to-the-Heavyweight-Title-28",28,5,"UFC 18 - Road to the Heavyweight Title","Ultimate Fighting Championship","1/8/1999","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Pedro-Rizzo-208","/fighter/Mark-Coleman-136","Pedro Rizzo","Mark Coleman","win","loss",208,136,"Decision","Split","John McCarthy",1,"15:00",1999,"Muay Thai","Wrestling",1,0,1,15,"Muay Thai","Muay Thai vs Wrestling"
"86",86,86,86,"/events/UFC-19-Ultimate-Young-Guns-29",29,4,"UFC 19 - Ultimate Young Guns","Ultimate Fighting Championship","3/5/1999","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Kevin-Randleman-162","/fighter/Maurice-Smith-175","Kevin Randleman","Maurice Smith","win","loss",162,175,"Decision","Unanimous","John McCarthy",1,"15:00",1999,"Wrestling","Kickboxing",1,0,1,15,"Wrestling","Kickboxing vs Wrestling"
"87",87,87,87,"/events/UFC-20-Battle-for-the-Gold-30",30,7,"UFC 20 - Battle for the Gold","Ultimate Fighting Championship","5/7/1999","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Bas-Rutten-214","/fighter/Kevin-Randleman-162","Bas Rutten","Kevin Randleman","win","loss",214,162,"Decision","Split","John McCarthy",1,"21:00",1999,"Karate","Wrestling",1,0,1,21,"Karate","Karate vs Wrestling"
"88",88,88,88,"/events/UFC-22-There-Can-Be-Only-One-Champion-32",32,7,"UFC 22 - There Can Be Only One Champion","Ultimate Fighting Championship","9/24/1999","Lake Charles Civic Center, Lake Charles, Louisiana, United States","/fighter/Tim-Lajcik-223","/fighter/Ron-Waterman-217","Tim Lajcik","Ron Waterman","OTHER","OTHER",223,217,"OTHER","","John McCarthy",3,"5:00",1999,"MMA","Wrestling",0,0,1,15,"Wrestling","MMA vs Wrestling"
"89",89,89,89,"/events/UFC-21-Return-of-the-Champions-31",31,2,"UFC 21 - Return of the Champions","Ultimate Fighting Championship","7/16/1999","U.S. Cellular Center, Cedar Rapids, Iowa, United States","/fighter/Andre-Roberts-194","/fighter/Ron-Waterman-217","Andre Roberts","Ron Waterman","win","loss",194,217,"KO","Punch","John McCarthy",1,"2:51",1999,"Wrestling","Wrestling",1,0,1,2.85,"Wrestling","Wrestling vs Wrestling"
"90",90,90,90,"/events/UFC-19-Ultimate-Young-Guns-29",29,6,"UFC 19 - Ultimate Young Guns","Ultimate Fighting Championship","3/5/1999","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Gary-Goodridge-129","/fighter/Andre-Roberts-194","Gary Goodridge","Andre Roberts","win","loss",129,194,"Submission","Punch","John McCarthy",1,"0:43",1999,"Kickboxing","Wrestling",1,0,1,0.72,"Kickboxing","Kickboxing vs Wrestling"
"91",91,91,91,"/events/UFC-20-Battle-for-the-Gold-30",30,5,"UFC 20 - Battle for the Gold","Ultimate Fighting Championship","5/7/1999","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/Pete-Williams-201","/fighter/Travis-Fulton-80","Pete Williams","Travis Fulton","win","loss",201,80,"Submission","Armlock","John McCarthy",1,"6:28",1999,"MMA","Boxing",1,0,1,6.47,"MMA","Boxing vs MMA"
"92",92,92,92,"/events/UFC-22-There-Can-Be-Only-One-Champion-32",32,8,"UFC 22 - There Can Be Only One Champion","Ultimate Fighting Championship","9/24/1999","Lake Charles Civic Center, Lake Charles, Louisiana, United States","/fighter/Frank-Shamrock-284","/fighter/Tito-Ortiz-158","Frank Shamrock","Tito Ortiz","win","loss",284,158,"Submission","Punches","John McCarthy",4,"4:42",1999,"Boxing","Boxing",1,0,1,19.7,"Boxing","Boxing vs Boxing"
"93",93,93,93,"/events/UFC-19-Ultimate-Young-Guns-29",29,5,"UFC 19 - Ultimate Young Guns","Ultimate Fighting Championship","3/5/1999","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Jeremy-Horn-202","/fighter/Chuck-Liddell-192","Jeremy Horn","Chuck Liddell","win","loss",202,192,"Submission","Submission (Arm-Triangle Choke","John McCarthy",1,"12:00",1999,"MMA","Wrestling",1,0,1,12,"MMA","MMA vs Wrestling"
"94",94,94,94,"/events/UFC-18-Road-to-the-Heavyweight-Title-28",28,7,"UFC 18 - Road to the Heavyweight Title","Ultimate Fighting Championship","1/8/1999","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Bas-Rutten-214","/fighter/Tsuyoshi-Kosaka-190","Bas Rutten","Tsuyoshi Kosaka","win","loss",214,190,"KO","Punches","John McCarthy",1,"14:15",1999,"Karate","Judo",1,0,1,14.25,"Karate","Judo vs Karate"
"95",95,95,95,"/events/UFC-18-Road-to-the-Heavyweight-Title-28",28,4,"UFC 18 - Road to the Heavyweight Title","Ultimate Fighting Championship","1/8/1999","Pontchartrain Center, Kenner, Louisiana, United States","/fighter/Tito-Ortiz-158","/fighter/Jerry-Bohlander-127","Tito Ortiz","Jerry Bohlander","win","loss",158,127,"KO","Cut","John McCarthy",1,"14:31",1999,"Boxing","Wrestling",1,0,1,14.52,"Boxing","Boxing vs Wrestling"
"96",96,96,96,"/events/UFC-19-Ultimate-Young-Guns-29",29,7,"UFC 19 - Ultimate Young Guns","Ultimate Fighting Championship","3/5/1999","Hollywood Casino, Bay St. Louis, Mississippi, United States","/fighter/Tito-Ortiz-158","/fighter/Guy-Mezger-14","Tito Ortiz","Guy Mezger","win","loss",158,14,"KO","Punches","John McCarthy",1,"9:56",1999,"Boxing","Kickboxing",1,0,1,9.93,"Boxing","Boxing vs Kickboxing"
"97",97,97,97,"/events/UFC-20-Battle-for-the-Gold-30",30,2,"UFC 20 - Battle for the Gold","Ultimate Fighting Championship","5/7/1999","Boutwell Municipal Auditorium, Birmingham, Alabama, United States","/fighter/LaVerne-Clark-184","/fighter/Fabiano-Iha-218","LaVerne Clark","Fabiano Iha","win","loss",184,218,"KO","Doctor Stoppage","John McCarthy",1,"1:31",1999,"Boxing","Brazilian Jiu Jitsu",1,0,1,1.52,"Boxing","Boxing vs Brazilian Jiu Jitsu"
"98",98,98,98,"/events/UFC-21-Return-of-the-Champions-31",31,8,"UFC 21 - Return of the Champions","Ultimate Fighting Championship","7/16/1999","U.S. Cellular Center, Cedar Rapids, Iowa, United States","/fighter/Maurice-Smith-175","/fighter/Marco-Ruas-120","Maurice Smith","Marco Ruas","win","loss",175,120,"KO","Corner Stoppage","John McCarthy",1,"5:00",1999,"Kickboxing","Brazilian Jiu Jitsu",1,0,1,5,"Kickboxing","Brazilian Jiu Jitsu vs Kickboxing"
"99",99,99,99,"/events/UFC-21-Return-of-the-Champions-31",31,4,"UFC 21 - Return of the Champions","Ultimate Fighting Championship","7/16/1999","U.S. Cellular Center, Cedar Rapids, Iowa, United States","/fighter/Tsuyoshi-Kosaka-190","/fighter/Tim-Lajcik-223","Tsuyoshi Kosaka","Tim Lajcik","win","loss",190,223,"KO","Corner Stoppage","John McCarthy",2,"5:00",1999,"Judo","MMA",1,0,1,10,"Judo","Judo vs MMA"
"100",100,100,100,"/events/UFC-22-There-Can-Be-Only-One-Champion-32",32,4,"UFC 22 - There Can Be Only One Champion","Ultimate Fighting Championship","9/24/1999","Lake Charles Civic Center, Lake Charles, Louisiana, United States","/fighter/Chuck-Liddell-192","/fighter/Paul-Jones-224","Chuck Liddell","Paul Jones","win","loss",192,224,"KO","Punches","John McCarthy",1,"3:53",1999,"Wrestling","Boxing",1,0,1,3.88,"Wrestling","Boxing vs Wrestling"
"101",101,101,101,"/events/UFC-24-First-Defense-34",34,5,"UFC 24 - First Defense","Ultimate Fighting Championship","3/10/2000","Lake Charles Civic Center, Lake Charles, Louisiana, United States","/fighter/Dave-Menne-245","/fighter/Fabiano-Iha-218","Dave Menne","Fabiano Iha","win","loss",245,218,"Decision","Unanimous","John McCarthy",3,"5:00",2000,"MMA","Brazilian Jiu Jitsu",1,0,1,15,"MMA","Brazilian Jiu Jitsu vs MMA"
"102",102,102,102,"/events/UFC-24-First-Defense-34",34,1,"UFC 24 - First Defense","Ultimate Fighting Championship","3/10/2000","Lake Charles Civic Center, Lake Charles, Louisiana, United States","/fighter/Shonie-Carter-239","/fighter/Brad-Gumm-240","Shonie Carter","Brad Gumm","win","loss",239,240,"Decision","Unanimous","John McCarthy",2,"5:00",2000,"Wrestling","MMA",1,0,1,10,"Wrestling","MMA vs Wrestling"
"103",103,103,103,"/events/UFC-25-Ultimate-Japan-3-35",35,6,"UFC 25 - Ultimate Japan 3","Ultimate Fighting Championship","4/14/2000","Yoyogi National Gymnasium, Tokyo, Japan, Japan","/fighter/Tito-Ortiz-158","/fighter/Wanderlei-Silva-209","Tito Ortiz","Wanderlei Silva","win","loss",158,209,"Decision","Unanimous","John McCarthy",5,"5:00",2000,"Boxing","Muay Thai",1,0,1,25,"Boxing","Boxing vs Muay Thai"
"104",104,104,104,"/events/UFC-26-Ultimate-Field-of-Dreams-36",36,8,"UFC 26 - Ultimate Field of Dreams","Ultimate Fighting Championship","6/9/2000","U.S. Cellular Center, Cedar Rapids, Iowa, United States","/fighter/Kevin-Randleman-162","/fighter/Pedro-Rizzo-208","Kevin Randleman","Pedro Rizzo","win","loss",162,208,"Decision","Unanimous","John McCarthy",5,"5:00",2000,"Wrestling","Muay Thai",1,0,1,25,"Wrestling","Muay Thai vs Wrestling"
"105",105,105,105,"/events/UFC-27-Ultimate-Bad-Boyz-37",37,7,"UFC 27 - Ultimate Bad Boyz","Ultimate Fighting Championship","9/22/2000","Lakefront Arena, New Orleans, Louisiana, United States","/fighter/Maurice-Smith-175","/fighter/Bobby-Hoffman-265","Maurice Smith","Bobby Hoffman","win","loss",175,265,"Decision","Majority","John McCarthy",3,"5:00",2000,"Kickboxing","Wrestling",1,0,1,15,"Kickboxing","Kickboxing vs Wrestling"
"106",106,106,106,"/events/UFC-27-Ultimate-Bad-Boyz-37",37,3,"UFC 27 - Ultimate Bad Boyz","Ultimate Fighting Championship","9/22/2000","Lakefront Arena, New Orleans, Louisiana, United States","/fighter/Ian-Freeman-242","/fighter/Tedd-Williams-248","Ian Freeman","Tedd Williams","win","loss",242,248,"Decision","Unanimous","John McCarthy",3,"5:00",2000,"Boxing","MMA",1,0,1,15,"Boxing","Boxing vs MMA"
"107",107,107,107,"/events/UFC-27-Ultimate-Bad-Boyz-37",37,2,"UFC 27 - Ultimate Bad Boyz","Ultimate Fighting Championship","9/22/2000","Lakefront Arena, New Orleans, Louisiana, United States","/fighter/Jeff-Monson-262","/fighter/Tim-Lajcik-223","Jeff Monson","Tim Lajcik","win","loss",262,223,"Decision","Unanimous","John McCarthy",2,"5:00",2000,"Brazilian Jiu Jitsu","MMA",1,0,1,10,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
